"Drug1"	"Drug2"
"DB04574"	"DB00286"
"DB04574"	"DB04574"
"DB04574"	"DB06249"
"DB04574"	"DB06401"
"DB04574"	"DB09535"
"DB04575"	"DB00947"
"DB04575"	"DB01357"
"DB04575"	"DB04575"
"DB04575"	"DB04938"
"DB04575"	"DB09070"
"DB04575"	"DB09317"
"DB04575"	"DB09318"
"DB04575"	"DB09369"
"DB04575"	"DB11541"
"DB04657"	"DB04657"
"DB04703"	"DB04703"
"DB04743"	"DB04743"
"DB04794"	"DB04794"
"DB04817"	"DB04817"
"DB04820"	"DB04820"
"DB04821"	"DB04821"
"DB04824"	"DB04824"
"DB04825"	"DB04825"
"DB04832"	"DB04832"
"DB04834"	"DB04834"
"DB04835"	"DB04835"
"DB04837"	"DB00283"
"DB04837"	"DB00341"
"DB04837"	"DB00405"
"DB04837"	"DB00427"
"DB04837"	"DB00557"
"DB04837"	"DB00719"
"DB04837"	"DB00737"
"DB04837"	"DB00748"
"DB04837"	"DB00792"
"DB04837"	"DB00902"
"DB04837"	"DB00950"
"DB04837"	"DB00967"
"DB04837"	"DB00972"
"DB04837"	"DB00985"
"DB04837"	"DB01084"
"DB04837"	"DB01237"
"DB04837"	"DB01246"
"DB04837"	"DB01619"
"DB04837"	"DB01620"
"DB04837"	"DB04837"
"DB04837"	"DB04890"
"DB04837"	"DB06282"
"DB04837"	"DB06691"
"DB04837"	"DB06766"
"DB04837"	"DB08799"
"DB04837"	"DB08936"
"DB04837"	"DB09488"
"DB04837"	"DB09555"
"DB04837"	"DB11591"
"DB04838"	"DB04838"
"DB04839"	"DB04839"
"DB04840"	"DB00226"
"DB04840"	"DB00234"
"DB04840"	"DB01170"
"DB04840"	"DB04840"
"DB04840"	"DB09185"
"DB04841"	"DB04841"
"DB04842"	"DB04842"
"DB04843"	"DB00185"
"DB04843"	"DB04843"
"DB04844"	"DB04844"
"DB04845"	"DB04845"
"DB04846"	"DB04846"
"DB04854"	"DB00437"
"DB04854"	"DB04854"
"DB04855"	"DB04855"
"DB04861"	"DB00195"
"DB04861"	"DB00221"
"DB04861"	"DB00264"
"DB04861"	"DB00335"
"DB04861"	"DB00373"
"DB04861"	"DB00521"
"DB04861"	"DB00612"
"DB04861"	"DB01193"
"DB04861"	"DB01203"
"DB04861"	"DB01210"
"DB04861"	"DB01214"
"DB04861"	"DB01291"
"DB04861"	"DB04861"
"DB04864"	"DB01122"
"DB04864"	"DB01400"
"DB04864"	"DB04864"
"DB04864"	"DB13503"
"DB04865"	"DB04865"
"DB04866"	"DB04866"
"DB04868"	"DB04868"
"DB04871"	"DB04871"
"DB04876"	"DB01261"
"DB04876"	"DB04876"
"DB04876"	"DB06203"
"DB04876"	"DB06335"
"DB04876"	"DB08882"
"DB04880"	"DB00235"
"DB04880"	"DB00261"
"DB04880"	"DB01166"
"DB04880"	"DB04880"
"DB04890"	"DB00283"
"DB04890"	"DB00341"
"DB04890"	"DB00405"
"DB04890"	"DB00427"
"DB04890"	"DB00557"
"DB04890"	"DB00719"
"DB04890"	"DB00737"
"DB04890"	"DB00748"
"DB04890"	"DB00792"
"DB04890"	"DB00902"
"DB04890"	"DB00950"
"DB04890"	"DB00967"
"DB04890"	"DB00972"
"DB04890"	"DB00985"
"DB04890"	"DB01084"
"DB04890"	"DB01237"
"DB04890"	"DB01246"
"DB04890"	"DB01619"
"DB04890"	"DB01620"
"DB04890"	"DB04837"
"DB04890"	"DB04890"
"DB04890"	"DB06282"
"DB04890"	"DB06691"
"DB04890"	"DB06766"
"DB04890"	"DB08799"
"DB04890"	"DB08936"
"DB04890"	"DB09488"
"DB04890"	"DB09555"
"DB04890"	"DB11591"
"DB04895"	"DB04895"
"DB04896"	"DB04896"
"DB04898"	"DB00001"
"DB04898"	"DB00006"
"DB04898"	"DB00278"
"DB04898"	"DB01123"
"DB04898"	"DB04898"
"DB04898"	"DB06695"
"DB04899"	"DB04899"
"DB04908"	"DB04908"
"DB04910"	"DB04910"
"DB04920"	"DB04920"
"DB04930"	"DB04930"
"DB04932"	"DB04932"
"DB04938"	"DB00947"
"DB04938"	"DB01357"
"DB04938"	"DB04575"
"DB04938"	"DB04938"
"DB04938"	"DB09070"
"DB04938"	"DB09317"
"DB04938"	"DB09318"
"DB04938"	"DB09369"
"DB04938"	"DB11541"
"DB04941"	"DB04941"
"DB04946"	"DB04946"
"DB04948"	"DB04948"
"DB04951"	"DB04951"
"DB04953"	"DB04953"
"DB05013"	"DB05013"
"DB05015"	"DB05015"
"DB05015"	"DB06603"
"DB05018"	"DB05018"
"DB05039"	"DB00816"
"DB05039"	"DB00867"
"DB05039"	"DB01274"
"DB05039"	"DB01366"
"DB05039"	"DB05039"
"DB05039"	"DB06814"
"DB05039"	"DB09080"
"DB05039"	"DB09082"
"DB05039"	"DB11587"
"DB05039"	"DB13139"
"DB05084"	"DB05084"
"DB05084"	"DB06285"
"DB05099"	"DB05099"
"DB05219"	"DB01656"
"DB05219"	"DB05219"
"DB05239"	"DB05239"
"DB05246"	"DB00347"
"DB05246"	"DB00593"
"DB05246"	"DB05246"
"DB05259"	"DB05259"
"DB05260"	"DB05260"
"DB05271"	"DB05271"
"DB05294"	"DB05294"
"DB05299"	"DB05299"
"DB05311"	"DB05311"
"DB05311"	"DB14597"
"DB05316"	"DB00933"
"DB05316"	"DB05316"
"DB05332"	"DB05332"
"DB05332"	"DB06210"
"DB05332"	"DB13125"
"DB05351"	"DB05351"
"DB05381"	"DB05381"
"DB05382"	"DB05382"
"DB05389"	"DB05389"
"DB05521"	"DB05521"
"DB05541"	"DB01121"
"DB05541"	"DB01438"
"DB05541"	"DB05541"
"DB05541"	"DB13269"
"DB05578"	"DB05578"
"DB05630"	"DB05630"
"DB05676"	"DB05676"
"DB05679"	"DB05679"
"DB05679"	"DB14004"
"DB05679"	"DB14762"
"DB05773"	"DB05773"
"DB05773"	"DB06366"
"DB05777"	"DB05777"
"DB05812"	"DB05812"
"DB05829"	"DB05829"
"DB05889"	"DB05889"
"DB05990"	"DB05990"
"DB06016"	"DB06016"
"DB06043"	"DB06043"
"DB06081"	"DB06081"
"DB06081"	"DB09108"
"DB06081"	"DB09329"
"DB06081"	"DB11606"
"DB06081"	"DB11607"
"DB06144"	"DB06144"
"DB06148"	"DB06148"
"DB06151"	"DB06151"
"DB06152"	"DB06152"
"DB06153"	"DB06153"
"DB06154"	"DB06154"
"DB06155"	"DB06155"
"DB06168"	"DB06168"
"DB06174"	"DB06174"
"DB06176"	"DB06176"
"DB06186"	"DB06186"
"DB06196"	"DB06196"
"DB06201"	"DB06201"
"DB06202"	"DB06202"
"DB06203"	"DB01261"
"DB06203"	"DB04876"
"DB06203"	"DB06203"
"DB06203"	"DB06335"
"DB06203"	"DB08882"
"DB06204"	"DB06204"
"DB06205"	"DB00070"
"DB06205"	"DB06205"
"DB06207"	"DB00211"
"DB06207"	"DB00298"
"DB06207"	"DB00388"
"DB06207"	"DB00706"
"DB06207"	"DB00723"
"DB06207"	"DB06207"
"DB06210"	"DB05332"
"DB06210"	"DB06210"
"DB06210"	"DB13125"
"DB06212"	"DB00872"
"DB06212"	"DB06212"
"DB06213"	"DB06213"
"DB06216"	"DB06216"
"DB06217"	"DB06217"
"DB06218"	"DB06218"
"DB06228"	"DB06228"
"DB06228"	"DB06605"
"DB06228"	"DB09075"
"DB06228"	"DB12364"
"DB06228"	"DB13884"
"DB06230"	"DB00318"
"DB06230"	"DB00327"
"DB06230"	"DB00497"
"DB06230"	"DB00611"
"DB06230"	"DB00708"
"DB06230"	"DB00844"
"DB06230"	"DB00854"
"DB06230"	"DB00899"
"DB06230"	"DB01535"
"DB06230"	"DB06230"
"DB06230"	"DB06274"
"DB06230"	"DB09209"
"DB06230"	"DB09272"
"DB06230"	"DB11130"
"DB06230"	"DB11691"
"DB06237"	"DB06237"
"DB06237"	"DB06267"
"DB06243"	"DB06243"
"DB06249"	"DB00286"
"DB06249"	"DB04574"
"DB06249"	"DB06249"
"DB06249"	"DB06401"
"DB06249"	"DB09535"
"DB06262"	"DB06262"
"DB06267"	"DB06237"
"DB06267"	"DB06267"
"DB06268"	"DB00559"
"DB06268"	"DB06268"
"DB06268"	"DB06403"
"DB06268"	"DB08932"
"DB06271"	"DB00407"
"DB06271"	"DB06271"
"DB06273"	"DB06273"
"DB06274"	"DB00318"
"DB06274"	"DB00327"
"DB06274"	"DB00497"
"DB06274"	"DB00611"
"DB06274"	"DB00708"
"DB06274"	"DB00844"
"DB06274"	"DB00854"
"DB06274"	"DB00899"
"DB06274"	"DB01535"
"DB06274"	"DB06230"
"DB06274"	"DB06274"
"DB06274"	"DB09209"
"DB06274"	"DB09272"
"DB06274"	"DB11130"
"DB06274"	"DB11691"
"DB06282"	"DB00283"
"DB06282"	"DB00341"
"DB06282"	"DB00405"
"DB06282"	"DB00427"
"DB06282"	"DB00557"
"DB06282"	"DB00719"
"DB06282"	"DB00737"
"DB06282"	"DB00748"
"DB06282"	"DB00792"
"DB06282"	"DB00902"
"DB06282"	"DB00950"
"DB06282"	"DB00967"
"DB06282"	"DB00972"
"DB06282"	"DB00985"
"DB06282"	"DB01084"
"DB06282"	"DB01237"
"DB06282"	"DB01246"
"DB06282"	"DB01619"
"DB06282"	"DB01620"
"DB06282"	"DB04837"
"DB06282"	"DB04890"
"DB06282"	"DB06282"
"DB06282"	"DB06691"
"DB06282"	"DB06766"
"DB06282"	"DB08799"
"DB06282"	"DB08936"
"DB06282"	"DB09488"
"DB06282"	"DB09555"
"DB06282"	"DB11591"
"DB06285"	"DB05084"
"DB06285"	"DB06285"
"DB06287"	"DB01590"
"DB06287"	"DB06287"
"DB06288"	"DB06288"
"DB06292"	"DB06292"
"DB06292"	"DB08907"
"DB06292"	"DB09038"
"DB06292"	"DB11827"
"DB06317"	"DB06317"
"DB06335"	"DB01261"
"DB06335"	"DB04876"
"DB06335"	"DB06203"
"DB06335"	"DB06335"
"DB06335"	"DB08882"
"DB06366"	"DB05773"
"DB06366"	"DB06366"
"DB06372"	"DB06372"
"DB06401"	"DB00286"
"DB06401"	"DB04574"
"DB06401"	"DB06249"
"DB06401"	"DB06401"
"DB06401"	"DB09535"
"DB06403"	"DB00559"
"DB06403"	"DB06268"
"DB06403"	"DB06403"
"DB06403"	"DB08932"
"DB06404"	"DB06404"
"DB06404"	"DB09228"
"DB06410"	"DB00146"
"DB06410"	"DB00169"
"DB06410"	"DB00910"
"DB06410"	"DB01070"
"DB06410"	"DB02300"
"DB06410"	"DB06410"
"DB06412"	"DB06412"
"DB06413"	"DB06413"
"DB06439"	"DB06439"
"DB06480"	"DB06480"
"DB06589"	"DB06589"
"DB06594"	"DB06594"
"DB06595"	"DB06595"
"DB06602"	"DB06602"
"DB06602"	"DB06612"
"DB06603"	"DB05015"
"DB06603"	"DB06603"
"DB06605"	"DB06228"
"DB06605"	"DB06605"
"DB06605"	"DB09075"
"DB06605"	"DB12364"
"DB06605"	"DB13884"
"DB06607"	"DB06607"
"DB06612"	"DB06602"
"DB06612"	"DB06612"
"DB06616"	"DB06616"
"DB06626"	"DB06626"
"DB06637"	"DB06637"
"DB06650"	"DB00073"
"DB06650"	"DB06650"
"DB06650"	"DB08935"
"DB06650"	"DB11988"
"DB06654"	"DB06654"
"DB06655"	"DB01276"
"DB06655"	"DB06655"
"DB06655"	"DB09043"
"DB06655"	"DB09045"
"DB06655"	"DB09265"
"DB06655"	"DB13928"
"DB06663"	"DB00104"
"DB06663"	"DB06663"
"DB06663"	"DB06791"
"DB06663"	"DB13925"
"DB06674"	"DB00051"
"DB06674"	"DB00065"
"DB06674"	"DB06674"
"DB06674"	"DB08904"
"DB06681"	"DB01281"
"DB06681"	"DB06681"
"DB06684"	"DB06684"
"DB06689"	"DB06689"
"DB06691"	"DB00283"
"DB06691"	"DB00341"
"DB06691"	"DB00405"
"DB06691"	"DB00427"
"DB06691"	"DB00557"
"DB06691"	"DB00719"
"DB06691"	"DB00737"
"DB06691"	"DB00748"
"DB06691"	"DB00792"
"DB06691"	"DB00902"
"DB06691"	"DB00950"
"DB06691"	"DB00967"
"DB06691"	"DB00972"
"DB06691"	"DB00985"
"DB06691"	"DB01084"
"DB06691"	"DB01237"
"DB06691"	"DB01246"
"DB06691"	"DB01619"
"DB06691"	"DB01620"
"DB06691"	"DB04837"
"DB06691"	"DB04890"
"DB06691"	"DB06282"
"DB06691"	"DB06691"
"DB06691"	"DB06766"
"DB06691"	"DB08799"
"DB06691"	"DB08936"
"DB06691"	"DB09488"
"DB06691"	"DB09555"
"DB06691"	"DB11591"
"DB06692"	"DB06692"
"DB06694"	"DB00575"
"DB06694"	"DB00935"
"DB06694"	"DB06694"
"DB06695"	"DB00001"
"DB06695"	"DB00006"
"DB06695"	"DB00278"
"DB06695"	"DB01123"
"DB06695"	"DB04898"
"DB06695"	"DB06695"
"DB06698"	"DB06698"
"DB06699"	"DB00007"
"DB06699"	"DB00106"
"DB06699"	"DB06699"
"DB06699"	"DB06785"
"DB06699"	"DB06788"
"DB06699"	"DB06825"
"DB06699"	"DB11979"
"DB06700"	"DB00285"
"DB06700"	"DB00476"
"DB06700"	"DB01105"
"DB06700"	"DB06700"
"DB06700"	"DB06701"
"DB06701"	"DB00285"
"DB06701"	"DB00476"
"DB06701"	"DB01105"
"DB06701"	"DB06700"
"DB06701"	"DB06701"
"DB06702"	"DB00340"
"DB06702"	"DB00376"
"DB06702"	"DB00496"
"DB06702"	"DB00725"
"DB06702"	"DB00785"
"DB06702"	"DB01036"
"DB06702"	"DB01409"
"DB06702"	"DB01591"
"DB06702"	"DB06702"
"DB06702"	"DB08897"
"DB06702"	"DB09076"
"DB06702"	"DB11181"
"DB06706"	"DB06706"
"DB06707"	"DB00633"
"DB06707"	"DB06707"
"DB06707"	"DB11477"
"DB06707"	"DB11738"
"DB06709"	"DB06709"
"DB06709"	"DB13720"
"DB06710"	"DB00624"
"DB06710"	"DB06710"
"DB06710"	"DB13943"
"DB06710"	"DB13944"
"DB06710"	"DB13946"
"DB06711"	"DB06711"
"DB06712"	"DB06712"
"DB06713"	"DB06713"
"DB06714"	"DB01089"
"DB06714"	"DB06714"
"DB06714"	"DB12161"
"DB06716"	"DB00592"
"DB06716"	"DB06716"
"DB06719"	"DB00014"
"DB06719"	"DB00050"
"DB06719"	"DB06719"
"DB06720"	"DB06720"
"DB06725"	"DB00461"
"DB06725"	"DB00465"
"DB06725"	"DB00469"
"DB06725"	"DB00500"
"DB06725"	"DB00554"
"DB06725"	"DB00712"
"DB06725"	"DB00784"
"DB06725"	"DB00788"
"DB06725"	"DB00814"
"DB06725"	"DB00821"
"DB06725"	"DB00861"
"DB06725"	"DB00870"
"DB06725"	"DB00963"
"DB06725"	"DB00991"
"DB06725"	"DB01283"
"DB06725"	"DB01399"
"DB06725"	"DB01401"
"DB06725"	"DB01419"
"DB06725"	"DB01435"
"DB06725"	"DB01600"
"DB06725"	"DB06725"
"DB06725"	"DB06736"
"DB06725"	"DB06802"
"DB06725"	"DB09214"
"DB06725"	"DB09216"
"DB06725"	"DB11071"
"DB06725"	"DB11079"
"DB06725"	"DB11201"
"DB06725"	"DB11323"
"DB06725"	"DB13501"
"DB06725"	"DB13783"
"DB06736"	"DB00461"
"DB06736"	"DB00465"
"DB06736"	"DB00469"
"DB06736"	"DB00500"
"DB06736"	"DB00554"
"DB06736"	"DB00712"
"DB06736"	"DB00784"
"DB06736"	"DB00788"
"DB06736"	"DB00814"
"DB06736"	"DB00821"
"DB06736"	"DB00861"
"DB06736"	"DB00870"
"DB06736"	"DB00963"
"DB06736"	"DB00991"
"DB06736"	"DB01283"
"DB06736"	"DB01399"
"DB06736"	"DB01401"
"DB06736"	"DB01419"
"DB06736"	"DB01435"
"DB06736"	"DB01600"
"DB06736"	"DB06725"
"DB06736"	"DB06736"
"DB06736"	"DB06802"
"DB06736"	"DB09214"
"DB06736"	"DB09216"
"DB06736"	"DB11071"
"DB06736"	"DB11079"
"DB06736"	"DB11201"
"DB06736"	"DB11323"
"DB06736"	"DB13501"
"DB06736"	"DB13783"
"DB06751"	"DB06751"
"DB06752"	"DB06752"
"DB06754"	"DB06754"
"DB06754"	"DB11598"
"DB06756"	"DB06756"
"DB06756"	"DB11581"
"DB06757"	"DB06757"
"DB06764"	"DB00610"
"DB06764"	"DB00699"
"DB06764"	"DB01253"
"DB06764"	"DB06764"
"DB06764"	"DB09205"
"DB06766"	"DB00283"
"DB06766"	"DB00341"
"DB06766"	"DB00405"
"DB06766"	"DB00427"
"DB06766"	"DB00557"
"DB06766"	"DB00719"
"DB06766"	"DB00737"
"DB06766"	"DB00748"
"DB06766"	"DB00792"
"DB06766"	"DB00902"
"DB06766"	"DB00950"
"DB06766"	"DB00967"
"DB06766"	"DB00972"
"DB06766"	"DB00985"
"DB06766"	"DB01084"
"DB06766"	"DB01237"
"DB06766"	"DB01246"
"DB06766"	"DB01619"
"DB06766"	"DB01620"
"DB06766"	"DB04837"
"DB06766"	"DB04890"
"DB06766"	"DB06282"
"DB06766"	"DB06691"
"DB06766"	"DB06766"
"DB06766"	"DB08799"
"DB06766"	"DB08936"
"DB06766"	"DB09488"
"DB06766"	"DB09555"
"DB06766"	"DB11591"
"DB06772"	"DB06772"
"DB06773"	"DB06773"
"DB06774"	"DB06774"
"DB06775"	"DB06775"
"DB06777"	"DB06777"
"DB06779"	"DB06779"
"DB06781"	"DB00180"
"DB06781"	"DB00223"
"DB06781"	"DB00240"
"DB06781"	"DB00253"
"DB06781"	"DB00324"
"DB06781"	"DB00394"
"DB06781"	"DB00443"
"DB06781"	"DB00547"
"DB06781"	"DB00596"
"DB06781"	"DB00620"
"DB06781"	"DB00663"
"DB06781"	"DB00769"
"DB06781"	"DB00838"
"DB06781"	"DB00846"
"DB06781"	"DB00860"
"DB06781"	"DB14596"
"DB06781"	"DB00896"
"DB06781"	"DB00959"
"DB06781"	"DB01013"
"DB06781"	"DB01130"
"DB06781"	"DB01222"
"DB06781"	"DB01260"
"DB06781"	"DB01380"
"DB06781"	"DB01410"
"DB06781"	"DB06781"
"DB06781"	"DB11921"
"DB06781"	"DB13158"
"DB06782"	"DB00746"
"DB06782"	"DB06782"
"DB06782"	"DB09148"
"DB06782"	"DB09149"
"DB06782"	"DB09151"
"DB06785"	"DB00007"
"DB06785"	"DB00106"
"DB06785"	"DB06699"
"DB06785"	"DB06785"
"DB06785"	"DB06788"
"DB06785"	"DB06825"
"DB06785"	"DB11979"
"DB06786"	"DB06786"
"DB06786"	"DB08828"
"DB06786"	"DB09143"
"DB06786"	"DB11978"
"DB06787"	"DB00387"
"DB06787"	"DB00424"
"DB06787"	"DB00809"
"DB06787"	"DB01019"
"DB06787"	"DB01085"
"DB06787"	"DB06787"
"DB06788"	"DB00007"
"DB06788"	"DB00106"
"DB06788"	"DB06699"
"DB06788"	"DB06785"
"DB06788"	"DB06788"
"DB06788"	"DB06825"
"DB06788"	"DB11979"
"DB06789"	"DB00378"
"DB06789"	"DB00717"
"DB06789"	"DB06789"
"DB06789"	"DB09124"
"DB06791"	"DB00104"
"DB06791"	"DB06663"
"DB06791"	"DB06791"
"DB06791"	"DB13925"
"DB06795"	"DB06795"
"DB06800"	"DB01209"
"DB06800"	"DB06800"
"DB06802"	"DB00461"
"DB06802"	"DB00465"
"DB06802"	"DB00469"
"DB06802"	"DB00500"
"DB06802"	"DB00554"
"DB06802"	"DB00712"
"DB06802"	"DB00784"
"DB06802"	"DB00788"
"DB06802"	"DB00814"
"DB06802"	"DB00821"
"DB06802"	"DB00861"
"DB06802"	"DB00870"
"DB06802"	"DB00963"
"DB06802"	"DB00991"
"DB06802"	"DB01283"
"DB06802"	"DB01399"
"DB06802"	"DB01401"
"DB06802"	"DB01419"
"DB06802"	"DB01435"
"DB06802"	"DB01600"
"DB06802"	"DB06725"
"DB06802"	"DB06736"
"DB06802"	"DB06802"
"DB06802"	"DB09214"
"DB06802"	"DB09216"
"DB06802"	"DB11071"
"DB06802"	"DB11079"
"DB06802"	"DB11201"
"DB06802"	"DB11323"
"DB06802"	"DB13501"
"DB06802"	"DB13783"
"DB06809"	"DB00452"
"DB06809"	"DB06809"
"DB06809"	"DB12498"
"DB06813"	"DB00440"
"DB06813"	"DB06813"
"DB06814"	"DB00816"
"DB06814"	"DB00867"
"DB06814"	"DB01274"
"DB06814"	"DB01366"
"DB06814"	"DB05039"
"DB06814"	"DB06814"
"DB06814"	"DB09080"
"DB06814"	"DB09082"
"DB06814"	"DB11587"
"DB06814"	"DB13139"
"DB06822"	"DB06822"
"DB06825"	"DB00007"
"DB06825"	"DB00106"
"DB06825"	"DB06699"
"DB06825"	"DB06785"
"DB06825"	"DB06788"
"DB06825"	"DB06825"
"DB06825"	"DB11979"
"DB07776"	"DB07776"
"DB08439"	"DB08439"
"DB08604"	"DB08604"
"DB08799"	"DB00283"
"DB08799"	"DB00341"
"DB08799"	"DB00405"
"DB08799"	"DB00427"
"DB08799"	"DB00557"
"DB08799"	"DB00719"
"DB08799"	"DB00737"
"DB08799"	"DB00748"
"DB08799"	"DB00792"
"DB08799"	"DB00902"
"DB08799"	"DB00950"
"DB08799"	"DB00967"
"DB08799"	"DB00972"
"DB08799"	"DB00985"
"DB08799"	"DB01084"
"DB08799"	"DB01237"
"DB08799"	"DB01246"
"DB08799"	"DB01619"
"DB08799"	"DB01620"
"DB08799"	"DB04837"
"DB08799"	"DB04890"
"DB08799"	"DB06282"
"DB08799"	"DB06691"
"DB08799"	"DB06766"
"DB08799"	"DB08799"
"DB08799"	"DB08936"
"DB08799"	"DB09488"
"DB08799"	"DB09555"
"DB08799"	"DB11591"
"DB08801"	"DB01075"
"DB08801"	"DB08801"
"DB08804"	"DB00621"
"DB08804"	"DB00665"
"DB08804"	"DB00984"
"DB08804"	"DB01128"
"DB08804"	"DB01420"
"DB08804"	"DB01541"
"DB08804"	"DB08804"
"DB08804"	"DB08899"
"DB08804"	"DB11429"
"DB08804"	"DB11447"
"DB08804"	"DB13155"
"DB08804"	"DB14639"
"DB08809"	"DB08809"
"DB08813"	"DB08813"
"DB08814"	"DB08814"
"DB08815"	"DB08815"
"DB08818"	"DB08818"
"DB08819"	"DB00287"
"DB08819"	"DB00654"
"DB08819"	"DB08819"
"DB08819"	"DB11660"
"DB08820"	"DB08820"
"DB08820"	"DB09280"
"DB08820"	"DB11712"
"DB08822"	"DB00177"
"DB08822"	"DB00275"
"DB08822"	"DB00678"
"DB08822"	"DB00796"
"DB08822"	"DB00876"
"DB08822"	"DB08822"
"DB08822"	"DB11842"
"DB08827"	"DB08827"
"DB08828"	"DB06786"
"DB08828"	"DB08828"
"DB08828"	"DB09143"
"DB08828"	"DB11978"
"DB08860"	"DB00175"
"DB08860"	"DB00439"
"DB08860"	"DB01095"
"DB08860"	"DB01098"
"DB08860"	"DB08860"
"DB08862"	"DB08862"
"DB08864"	"DB00239"
"DB08864"	"DB00503"
"DB08864"	"DB00531"
"DB08864"	"DB01127"
"DB08864"	"DB01181"
"DB08864"	"DB01220"
"DB08864"	"DB08864"
"DB08864"	"DB11087"
"DB08864"	"DB13179"
"DB08865"	"DB08865"
"DB08865"	"DB09063"
"DB08865"	"DB11363"
"DB08865"	"DB12130"
"DB08867"	"DB08867"
"DB08868"	"DB08868"
"DB08869"	"DB00010"
"DB08869"	"DB08869"
"DB08870"	"DB08870"
"DB08871"	"DB08871"
"DB08872"	"DB08872"
"DB08875"	"DB08875"
"DB08877"	"DB08877"
"DB08879"	"DB08879"
"DB08880"	"DB01117"
"DB08880"	"DB08880"
"DB08881"	"DB08881"
"DB08882"	"DB01261"
"DB08882"	"DB04876"
"DB08882"	"DB06203"
"DB08882"	"DB06335"
"DB08882"	"DB08882"
"DB08883"	"DB08883"
"DB08885"	"DB08885"
"DB08888"	"DB08888"
"DB08889"	"DB08889"
"DB08890"	"DB08890"
"DB08893"	"DB08893"
"DB08894"	"DB00012"
"DB08894"	"DB00016"
"DB08894"	"DB08894"
"DB08894"	"DB09107"
"DB08895"	"DB08895"
"DB08896"	"DB08896"
"DB08897"	"DB00340"
"DB08897"	"DB00376"
"DB08897"	"DB00496"
"DB08897"	"DB00725"
"DB08897"	"DB00785"
"DB08897"	"DB01036"
"DB08897"	"DB01409"
"DB08897"	"DB01591"
"DB08897"	"DB06702"
"DB08897"	"DB08897"
"DB08897"	"DB09076"
"DB08897"	"DB11181"
"DB08899"	"DB00621"
"DB08899"	"DB00665"
"DB08899"	"DB00984"
"DB08899"	"DB01128"
"DB08899"	"DB01420"
"DB08899"	"DB01541"
"DB08899"	"DB08804"
"DB08899"	"DB08899"
"DB08899"	"DB11429"
"DB08899"	"DB11447"
"DB08899"	"DB13155"
"DB08899"	"DB14639"
"DB08900"	"DB08900"
"DB08901"	"DB08901"
"DB08904"	"DB00051"
"DB08904"	"DB00065"
"DB08904"	"DB06674"
"DB08904"	"DB08904"
"DB08906"	"DB00351"
"DB08906"	"DB00764"
"DB08906"	"DB08906"
"DB08906"	"DB14512"
"DB08907"	"DB06292"
"DB08907"	"DB08907"
"DB08907"	"DB09038"
"DB08907"	"DB11827"
"DB08908"	"DB08908"
"DB08910"	"DB08910"
"DB08911"	"DB08911"
"DB08912"	"DB08912"
"DB08916"	"DB08916"
"DB08918"	"DB00344"
"DB08918"	"DB08918"
"DB08931"	"DB01020"
"DB08931"	"DB08931"
"DB08931"	"DB09282"
"DB08931"	"DB13170"
"DB08932"	"DB00559"
"DB08932"	"DB06268"
"DB08932"	"DB06403"
"DB08932"	"DB08932"
"DB08935"	"DB00073"
"DB08935"	"DB06650"
"DB08935"	"DB08935"
"DB08935"	"DB11988"
"DB08936"	"DB00283"
"DB08936"	"DB00341"
"DB08936"	"DB00405"
"DB08936"	"DB00427"
"DB08936"	"DB00557"
"DB08936"	"DB00719"
"DB08936"	"DB00737"
"DB08936"	"DB00748"
"DB08936"	"DB00792"
"DB08936"	"DB00902"
"DB08936"	"DB00950"
"DB08936"	"DB00967"
"DB08936"	"DB00972"
"DB08936"	"DB00985"
"DB08936"	"DB01084"
"DB08936"	"DB01237"
"DB08936"	"DB01246"
"DB08936"	"DB01619"
"DB08936"	"DB01620"
"DB08936"	"DB04837"
"DB08936"	"DB04890"
"DB08936"	"DB06282"
"DB08936"	"DB06691"
"DB08936"	"DB06766"
"DB08936"	"DB08799"
"DB08936"	"DB08936"
"DB08936"	"DB09488"
"DB08936"	"DB09555"
"DB08936"	"DB11591"
"DB08954"	"DB08954"
"DB08964"	"DB08964"
"DB08995"	"DB08995"
"DB08995"	"DB12328"
"DB09016"	"DB09016"
"DB09026"	"DB09026"
"DB09029"	"DB09029"
"DB09029"	"DB11569"
"DB09030"	"DB09030"
"DB09031"	"DB00778"
"DB09031"	"DB09031"
"DB09031"	"DB11635"
"DB09033"	"DB09033"
"DB09034"	"DB09034"
"DB09035"	"DB09035"
"DB09035"	"DB09037"
"DB09035"	"DB14707"
"DB09036"	"DB09036"
"DB09037"	"DB09035"
"DB09037"	"DB09037"
"DB09037"	"DB14707"
"DB09038"	"DB06292"
"DB09038"	"DB08907"
"DB09038"	"DB09038"
"DB09038"	"DB11827"
"DB09039"	"DB00419"
"DB09039"	"DB09039"
"DB09043"	"DB01276"
"DB09043"	"DB06655"
"DB09043"	"DB09043"
"DB09043"	"DB09045"
"DB09043"	"DB09265"
"DB09043"	"DB13928"
"DB09045"	"DB01276"
"DB09045"	"DB06655"
"DB09045"	"DB09043"
"DB09045"	"DB09045"
"DB09045"	"DB09265"
"DB09045"	"DB13928"
"DB09046"	"DB09046"
"DB09047"	"DB00218"
"DB09047"	"DB00385"
"DB09047"	"DB00444"
"DB09047"	"DB00467"
"DB09047"	"DB00487"
"DB09047"	"DB00685"
"DB09047"	"DB00970"
"DB09047"	"DB00978"
"DB09047"	"DB01059"
